"2434";"Tréfilage à froid"
"2441";"Production de métaux précieux"
"2442";"Métallurgie de l'aluminium"
"2443";"Métallurgie du plomb, du zinc ou de l'étain"
"2444";"Métallurgie du cuivre"
"2445";"Métallurgie des autres métaux non ferreux"
"2446";"Élaboration et transformation de matières nucléaires"
"2451";"Fonderie de fonte"
"2452";"Fonderie d'acier"
"2453";"Fonderie de métaux légers"
"2454";"Fonderie d'autres métaux non ferreux"
"2511";"Fabrication de structures métalliques et de parties de structures"
"2512";"Fabrication de portes et fenêtres en métal"
"2521";"Fabrication de radiateurs et de chaudières pour le chauffage central"
"2529";"Fabrication d'autres réservoirs, citernes et conteneurs métalliques"
"2530";"Fabrication de générateurs de vapeur, à l'exception des chaudières pour le chauffage central"
"2540";"Fabrication d'armes et de munitions"
"2550";"Forge, emboutissage, estampage"
"2561";"Traitement et revêtement des métaux"
"2562";"Usinage"
"2571";"Fabrication de coutellerie"
"2572";"Fabrication de serrures et de ferrures"
"2573";"Fabrication d'outillage"
"2591";"Fabrication de fûts et emballages métalliques similaires"
"2592";"Fabrication d'emballages métalliques légers"
"2593";"Fabrication d'articles en fils métalliques, de chaînes et de ressorts"
"2594";"Fabrication de vis et de boulons"
"2599";"Fabrication d'autres produits métalliques n.c.a."
"2611";"Fabrication de composants électroniques"
"2612";"Fabrication de cartes électroniques assemblées"
"2620";"Fabrication d'ordinateurs et d'équipements périphériques"
"2630";"Fabrication d'équipements de communication "
"2640";"Fabrication de produits électroniques grand public"
"2651";"Fabrication d'instruments et d'appareils de mesure, d'essai et de navigation"
"2652";"Horlogerie"
"2660";"Fabrication d'équipements d'irradiation médicale, d'équipements électromédicaux et électrothérapeutiques "
"2670";"Fabrication de matériels optique et photographique"
"2680";"Fabrication de supports magnétiques et optiques"
"2711";"Fabrication de moteurs, génératrices et transformateurs électriques"
"2712";"Fabrication de matériel de distribution et de commande électrique"
"2720";"Fabrication de piles et d'accumulateurs électriques"
"2731";"Fabrication de câbles de fibres optiques"
"2732";"Fabrication d'autres fils et câbles électroniques ou électriques"
"2733";"Fabrication de matériel d'installation électrique"
"2740";"Fabrication d'appareils d'éclairage électrique"
"2751";"Fabrication d'appareils électroménagers"
"2752";"Fabrication d'appareils ménagers non électriques"
"2790";"Fabrication d'autres matériels électriques"
"2811";"Fabrication de moteurs et turbines, à l'exception des moteurs d’avions et de véhicules"
"2812";"Fabrication d'équipements hydrauliques et pneumatiques"
"2813";"Fabrication d'autres pompes et compresseurs"
"2814";"Fabrication d'autres articles de robinetterie"
"2815";"Fabrication d'engrenages et d'organes mécaniques de transmission"
"2821";"Fabrication de fours et brûleurs"
"2822";"Fabrication de matériel de levage et de manutention"
"2823";"Fabrication de machines et d'équipements de bureau (à l'exception des ordinateurs et équipements périphériques)"
"2824";"Fabrication d'outillage portatif à moteur incorporé"
"2825";"Fabrication d'équipements aérauliques et frigorifiques industriels"
"2829";"Fabrication de machines diverses d'usage général"
"2830";"Fabrication de machines agricoles et forestières"
"2841";"Fabrication de machines de formage des métaux"
"2849";"Fabrication d'autres machines-outils "
"2891";"Fabrication de machines pour la métallurgie"
"2892";"Fabrication de machines pour l'extraction ou la construction"
"2893";"Fabrication de machines pour l'industrie agro-alimentaire"
"2894";"Fabrication de machines pour les industries textiles"
"2895";"Fabrication de machines pour les industries du papier et du carton"
"2896";"Fabrication de machines pour le travail du caoutchouc ou des plastiques"
"2899";"Fabrication d'autres machines d'usage spécifique n.c.a."
"2910";"Construction de véhicules automobiles"
"2920";"Fabrication de carrosseries et remorques"
"2931";"Fabrication d'équipements électriques et électroniques automobiles"
"2932";"Fabrication d'autres équipements automobiles"
"3011";"Construction de navires et de structures flottantes"
"3012";"Construction de bateaux de plaisance"
"3020";"Construction de locomotives et d'autre matériel ferroviaire roulant "
"3030";"Construction aéronautique et spatiale "
"3040";"Construction de véhicules militaires de combat "
"3091";"Fabrication de motocycles"
"3092";"Fabrication de bicyclettes et de véhicules pour invalides"
"3099";"Fabrication d’autres équipements de transport n.c.a."
"3101";"Fabrication de meubles de bureau et de magasin"
"3102";"Fabrication de meubles de cuisine "
"3103";"Fabrication de matelas"
"3109";"Fabrication d'autres meubles"
"3211";"Frappe de monnaie"
"3212";"Fabrication d’articles de joaillerie et bijouterie"
"3213";"Fabrication d’articles de bijouterie fantaisie et articles similaires"
"3220";"Fabrication d'instruments de musique"
"3230";"Fabrication d'articles de sport"
"3240";"Fabrication de jeux et jouets"
"3250";"Fabrication d'instruments et de fournitures à usage médical et dentaire "
"3291";"Fabrication d’articles de brosserie"
"3299";"Autres activités manufacturières n.c.a. "
"3311";"Réparation d'ouvrages en métaux"
"3312";"Réparation de machines et équipements mécaniques"
"3313";"Réparation de matériels électroniques et optiques"
"3314";"Réparation d'équipements électriques"
"3315";"Réparation et maintenance navale"
"3316";"Réparation et maintenance d'aéronefs et d'engins spatiaux "
"3317";"Réparation et maintenance d'autres équipements de transport"
"3319";"Réparation d'autres équipements"
"3320";"Installation de machines et d'équipements industriels"
"3511";"Production d'électricité"
"3512";"Transport d'électricité"
"3513";"Distribution d'électricité"
"3514";"Commerce d'électricité"
"3521";"Production de combustibles gazeux"
"3522";"Distribution de combustibles gazeux par conduites"
"3523";"Commerce de combustibles gazeux par conduites"
"3530";"Production et distribution de vapeur et d'air conditionné "
"3600";"Captage, traitement et distribution d'eau"
"3700";"Collecte et traitement des eaux usées"
"3811";"Collecte des déchets non dangereux"
"3812";"Collecte des déchets dangereux"
"3821";"Traitement et élimination des déchets non dangereux"
"3822";"Traitement et élimination des déchets dangereux"
"3831";"Démantèlement d'épaves"
"3832";"Récupération de déchets triés"
"3900";"Dépollution et autres services de gestion des déchets"
"4110";"Promotion immobilière"
"4120";"Construction de bâtiments résidentiels et non résidentiels"
"4211";"Construction de routes et autoroutes"
"4212";"Construction de voies ferrées de surface et souterraines"
"4213";"Construction de ponts et tunnels"
"4221";"Construction de réseaux pour fluides"
"4222";"Construction de réseaux électriques et de télécommunications"
"4291";"Construction d'ouvrages maritimes et fluviaux"
"4299";"Construction d'autres ouvrages de génie civil n.c.a."
"4311";"Travaux de démolition"
"4312";"Travaux de préparation des sites"
"4313";"Forages et sondages"
"4321";"Installation électrique"
"4322";"Travaux de plomberie et installation de chauffage et de conditionnement d'air"
"4329";"Autres travaux d'installation"
"4331";"Travaux de plâtrerie"
"4332";"Travaux de menuiserie"
"4333";"Travaux de revêtement des sols et des murs"
"4334";"Travaux de peinture et vitrerie"
"4339";"Autres travaux de finition"
"4391";"Travaux de couverture"
"4399";"Autres travaux de construction spécialisés n.c.a."
"4511";"Commerce de voitures et de véhicules automobiles légers"
"4519";"Commerce d'autres véhicules automobiles"
"4520";"Entretien et réparation de véhicules automobiles"
"4531";"Commerce de gros d'équipements automobiles"
"4532";"Commerce de détail d'équipements automobiles"
"4540";"Commerce et réparation de motocycles"
"4611";"Intermédiaires du commerce en matières premières agricoles, animaux vivants, matières premières textiles et produits semi-finis"
"4612";"Intermédiaires du commerce en combustibles, métaux, minéraux et produits chimiques"
"4613";"Intermédiaires du commerce en bois et matériaux de construction"
"4614";"Intermédiaires du commerce en machines, équipements industriels, navires et avions"
"4615";"Intermédiaires du commerce en meubles, articles de ménage et quincaillerie"
"4616";"Intermédiaires du commerce en textiles, habillement, fourrures, chaussures et articles en cuir"
"4617";"Intermédiaires du commerce en denrées, boissons et tabac"
"4618";"Intermédiaires spécialisés dans le commerce d'autres produits spécifiques"
"4619";"Intermédiaires du commerce en produits divers"
"4621";"Commerce de gros de céréales, de tabac non manufacturé, de semences et d'aliments pour le bétail "
"4622";"Commerce de gros de fleurs et plantes"
"4623";"Commerce de gros d'animaux vivants"
"4624";"Commerce de gros de cuirs et peaux"
"4631";"Commerce de gros de fruits et légumes"
"4632";"Commerce de gros de viandes et de produits à base de viande"
"4633";"Commerce de gros de produits laitiers, œufs, huiles et matières grasses comestibles"
"4634";"Commerce de gros de boissons"
"4635";"Commerce de gros de produits à base de tabac"
"4636";"Commerce de gros de sucre, chocolat et confiserie"
"4637";"Commerce de gros de café, thé, cacao et épices"
"4638";"Commerce de gros d'autres produits alimentaires, y compris poissons, crustacés et mollusques"
"4639";"Commerce de gros non spécialisé de denrées, boissons et tabac"
"4641";"Commerce de gros de textiles"
"4642";"Commerce de gros d'habillement et de chaussures"
"4643";"Commerce de gros d'appareils électroménagers"
"4644";"Commerce de gros de vaisselle, verrerie et produits d'entretien"
"4645";"Commerce de gros de parfumerie et de produits de beauté"
"4646";"Commerce de gros de produits pharmaceutiques"
"4647";"Commerce de gros de meubles, de tapis et d'appareils d'éclairage "
"4648";"Commerce de gros d'articles d'horlogerie et de bijouterie"
"4649";"Commerce de gros d'autres biens domestiques"
"4651";"Commerce de gros d'ordinateurs, d'équipements informatiques périphériques et de logiciels"
"4652";"Commerce de gros de composants et d'équipements électroniques et de télécommunication"
"4661";"Commerce de gros de matériel agricole"
"4662";"Commerce de gros de machines-outils"
"4663";"Commerce de gros de machines pour l'extraction, la construction et le génie civil "
"4664";"Commerce de gros de machines pour l'industrie textile et l'habillement"
"4665";"Commerce de gros de mobilier de bureau"
"4666";"Commerce de gros d'autres machines et équipements de bureau "
"4669";"Commerce de gros d'autres machines et équipements"
"4671";"Commerce de gros de combustibles et de produits annexes"
"4672";"Commerce de gros de minerais et métaux"
"4673";"Commerce de gros de bois, de matériaux de construction et d'appareils sanitaires "
"4674";"Commerce de gros de quincaillerie et fournitures pour plomberie et chauffage"
"4675";"Commerce de gros de produits chimiques"
"4676";"Commerce de gros d'autres produits intermédiaires"
"4677";"Commerce de gros de déchets et débris"
"4690";"Commerce de gros non spécialisé"
"4711";"Commerce de détail en magasin non spécialisé à prédominance alimentaire"
"4719";"Autre commerce de détail en magasin non spécialisé"
"4721";"Commerce de détail de fruits et légumes en magasin spécialisé"
"4722";"Commerce de détail de viandes et de produits à base de viande en magasin spécialisé"
"4723";"Commerce de détail de poissons, crustacés et mollusques en magasin spécialisé"
"4724";"Commerce de détail de pain, pâtisserie et confiserie en magasin spécialisé"
"4725";"Commerce de détail de boissons en magasin spécialisé"
"4726";"Commerce de détail de produits à base de tabac en magasin spécialisé"
"4729";"Autres commerces de détail alimentaires en magasin spécialisé "
"4730";"Commerce de détail de carburants en magasin spécialisé"
"4741";"Commerce de détail d'ordinateurs, d'unités périphériques et de logiciels en magasin spécialisé"
"4742";"Commerce de détail de matériels de télécommunication en magasin spécialisé"
"4743";"Commerce de détail de matériels audio/vidéo en magasin spécialisé"
"4751";"Commerce de détail de textiles en magasin spécialisé"
"4752";"Commerce de détail de quincaillerie, peintures et verres en magasin spécialisé"
"4753";"Commerce de détail de tapis, moquettes et revêtements de murs et de sols en magasin spécialisé"
"4754";"Commerce de détail d'appareils électroménagers en magasin spécialisé"
"4759";"Commerce de détail de meubles, appareils d'éclairage et autres articles de ménage en magasin spécialisé"
"4761";"Commerce de détail de livres en magasin spécialisé"
"4762";"Commerce de détail de journaux et papeterie en magasin spécialisé"
"4763";"Commerce de détail d'enregistrements musicaux et vidéo en magasin spécialisé"
"4764";"Commerce de détail d'articles de sport en magasin spécialisé"
"4765";"Commerce de détail de jeux et jouets en magasin spécialisé"
"4771";"Commerce de détail d'habillement en magasin spécialisé"
"4772";"Commerce de détail de chaussures et d'articles en cuir en magasin spécialisé"
"4773";"Commerce de détail de produits pharmaceutiques en magasin spécialisé"
"4774";"Commerce de détail d'articles médicaux et orthopédiques en magasin spécialisé"
"4775";"Commerce de détail de parfumerie et de produits de beauté en magasin spécialisé"
"4776";"Commerce de détail de fleurs, plantes, graines, engrais, animaux de compagnie et aliments pour ces animaux en magasin spécialisé"
"4777";"Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé"
"4778";"Autre commerce de détail de biens neufs en magasin spécialisé"
"4779";"Commerce de détail de biens d'occasion en magasin"
"4781";"Commerce de détail alimentaire sur éventaires et marchés"
"4782";"Commerce de détail de textiles, d'habillement et de chaussures sur éventaires et marchés"
"4789";"Autres commerces de détail sur éventaires et marchés"
"4791";"Vente à distance"
"4799";"Autres commerces de détail hors magasin, éventaires ou marchés"
"4910";"Transport ferroviaire interurbain de voyageurs"
"4920";"Transports ferroviaires de fret "
"4931";"Transports urbains et suburbains de voyageurs"
"4932";"Transports de voyageurs par taxis"
"4939";"Autres transports terrestres de voyageurs n.c.a."
"4941";"Transports routiers de fret"
"4942";"Services de déménagement"
"4950";"Transports par conduites"
"5010";"Transports maritimes et côtiers de passagers"
"5020";"Transports maritimes et côtiers de fret"
"5030";"Transports fluviaux de passagers"
"5040";"Transports fluviaux de fret "
"5110";"Transports aériens de passagers"
"5121";"Transports aériens de fret"
"5122";"Transports spatiaux"
"5210";"Entreposage et stockage"
"5221";"Services auxiliaires des transports terrestres"
"5222";"Services auxiliaires des transports par eau"
"5223";"Services auxiliaires des transports aériens"
"5224";"Manutention"
"5229";"Autres services auxiliaires des transports "
"5310";"Activités de poste dans le cadre d'une obligation de service universel "
"5320";"Autres activités de poste et de courrier"
"5510";"Hôtels et hébergement similaire "
"5520";"Hébergement touristique et autre hébergement de courte durée "
"5530";"Terrains de camping et parcs pour caravanes ou véhicules de loisirs"
"5590";"Autres hébergements "
"5610";"Restaurants et services de restauration mobile"
"5621";"Services des traiteurs "
"5629";"Autres services de restauration "
"5630";"Débits de boissons"
"5811";"Édition de livres"
"5812";"Édition de répertoires et de fichiers d'adresses"
"5813";"Édition de journaux"
"5814";"Édition de revues et périodiques"
"5819";"Autres activités d'édition"
"5821";"Édition de jeux électroniques"
"5829";"Édition d'autres logiciels"
"5911";"Production de films cinématographiques, de vidéo et de programmes de télévision "
"5912";"Post-production de films cinématographiques, de vidéo et de programmes de télévision"
"5913";"Distribution de films cinématographiques, de vidéo et de programmes de télévision "
"5914";"Projection de films cinématographiques"
"5920";"Enregistrement sonore et édition musicale "
"6010";"Édition et diffusion de programmes radio"
"6020";"Programmation de télévision et télédiffusion"
"6110";"Télécommunications filaires"
"6120";"Télécommunications sans fil "
"6130";"Télécommunications par satellite"
"6190";"Autres activités de télécommunication "
"6201";"Programmation informatique"
"6202";"Conseil informatique "
"6203";"Gestion d'installations informatiques"
"6209";"Autres activités informatiques"
"6311";"Traitement de données, hébergement et activités connexes"
"6312";"Portails Internet"
"6391";"Activités des agences de presse"
"6399";"Autres services d'information n.c.a."
"6411";"Activités de banque centrale"
"6419";"Autres intermédiations monétaires"
"6420";"Activités des sociétés holding"
"6430";"Fonds de placement et entités financières similaires"
"6491";"Crédit-bail "
"6492";"Autre distribution de crédit"
"6499";"Autres activités des services financiers, hors assurance et caisses de retraite, n.c.a."
"6511";"Assurance vie "
"6512";"Autres assurances"
"6520";"Réassurance"
"6530";"Caisses de retraite"
"6611";"Administration de marchés financiers"
"6612";"Courtage de valeurs mobilières et de marchandises"
"6619";"Autres activités auxiliaires de services financiers, hors assurance et caisses de retraite"
"6621";"Évaluation des risques et dommages"
"6622";"Activités des agents et courtiers d'assurances"
"6629";"Autres activités auxiliaires d'assurance et de caisses de retraite"
"6630";"Gestion de fonds"
"6810";"Activités des marchands de biens immobiliers"
"6820";"Location et exploitation de biens immobiliers propres ou loués "
"6831";"Agences immobilières"
"6832";"Administration de biens immobiliers"
"6910";"Activités juridiques"
"6920";"Activités comptables"
"7010";"Activités des sièges sociaux"
"7021";"Conseil en relations publiques et communication"
"7022";"Conseil pour les affaires et autres conseils de gestion"
"7111";"Activités d'architecture "
"7112";"Activités d'ingénierie"
"7120";"Activités de contrôle et analyses techniques"
"7211";"Recherche-développement en biotechnologie"
"7219";"Recherche-développement en autres sciences physiques et naturelles"
"7220";"Recherche-développement en sciences humaines et sociales"
"7311";"Activités des agences de publicité"
"7312";"Régie publicitaire de médias"
"7320";"Études de marché et sondages"
"7410";"Activités spécialisées de design"
"7420";"Activités photographiques"
"7430";"Traduction et interprétation"
"7490";"Autres activités spécialisées, scientifiques et techniques n.c.a."
"7500";"Activités vétérinaires"
"7711";"Location et location-bail de voitures et de véhicules automobiles légers"
"7712";"Location et location-bail de camions"
"7721";"Location et location-bail d'articles de loisirs et de sport "
"7722";"Location de vidéocassettes et disques vidéo"
"7729";"Location et location-bail d'autres biens personnels et domestiques"
"7731";"Location et location-bail de machines et équipements agricoles"
"7732";"Location et location-bail de machines et équipements pour la construction"
"7733";"Location et location-bail de machines de bureau et de matériel informatique"
"7734";"Location et location-bail de matériels de transport par eau"
"7735";"Location et location-bail de matériels de transport aérien"
"7739";"Location et location-bail d'autres machines, équipements et biens matériels n.c.a. "
"7740";"Location-bail de propriété intellectuelle et de produits similaires, à l'exception des œuvres soumises à copyright"
"7810";"Activités des agences de placement de main-d'œuvre "
"7820";"Activités des agences de travail temporaire "
"7830";"Autre mise à disposition de ressources humaines"
"7911";"Activités des agences de voyage"
"7912";"Activités des voyagistes"
"7990";"Autres services de réservation et activités connexes"
"8010";"Activités de sécurité privée "
"8020";"Activités liées aux systèmes de sécurité "
"8030";"Activités d'enquête"
"8110";"Activités combinées de soutien lié aux bâtiments "
"8121";"Nettoyage courant des bâtiments"
"8122";"Autres activités de nettoyage des bâtiments et nettoyage industriel"
"8129";"Autres activités de nettoyage"
"8130";"Services d'aménagement paysager "
"8211";"Services administratifs combinés de bureau"
"8219";"Photocopie, préparation de documents et autres activités spécialisées de soutien de bureau"
"8220";"Activités de centres d'appels"
"8230";"Organisation de salons professionnels et congrès"
"8291";"Activités des agences de recouvrement de factures et des sociétés d'information financière sur la clientèle"
"8292";"Activités de conditionnement"
"8299";"Autres activités de soutien aux entreprises n.c.a."
"8411";"Administration publique générale"
"8412";"Administration publique (tutelle) de la santé, de la formation, de la culture et des services sociaux, autre que sécurité sociale "
"8413";"Administration publique (tutelle) des activités économiques"
"8421";"Affaires étrangères"
"8422";"Défense"
"8423";"Justice"
"8424";"Activités d’ordre public et de sécurité"
"8425";"Services du feu et de secours"
"8430";"Sécurité sociale obligatoire"
"8510";"Enseignement pré-primaire"
"8520";"Enseignement primaire"
"8531";"Enseignement secondaire général"
"8532";"Enseignement secondaire technique ou professionnel"
"8541";"Enseignement post-secondaire non supérieur"
"8542";"Enseignement supérieur"
"8551";"Enseignement de disciplines sportives et d'activités de loisirs"
"8552";"Enseignement culturel"
"8553";"Enseignement de la conduite"
"8559";"Enseignements divers"
"8560";"Activités de soutien à l'enseignement"
"8610";"Activités hospitalières"
"8621";"Activité des médecins généralistes"
"8622";"Activité des médecins spécialistes"
"8623";"Pratique dentaire"
"8690";"Autres activités pour la santé humaine"
"8710";"Hébergement médicalisé"
"8720";"Hébergement social pour personnes handicapées mentales, malades mentales et toxicomanes"
"8730";"Hébergement social pour personnes âgées ou handicapées physiques "
"8790";"Autres activités d’hébergement social "
"8810";"Action sociale sans hébergement pour personnes âgées et pour personnes handicapées "
"8891";"Action sociale sans hébergement pour jeunes enfants"
"8899";"Autre action sociale sans hébergement n.c.a."
"9001";"Arts du spectacle vivant"
"9002";"Activités de soutien au spectacle vivant"
"9003";"Création artistique"
"9004";"Gestion de salles de spectacles"
"9101";"Gestion des bibliothèques et des archives"
"9102";"Gestion des musées"
"9103";"Gestion des sites et monuments historiques et des attractions touristiques similaires"
"9104";"Gestion des jardins botaniques et zoologiques et des réserves naturelles"
"9200";"Organisation de jeux de hasard et d'argent"
"9311";"Gestion d'installations sportives"
"9312";"Activités de clubs de sports"
"9313";"Activités des centres de culture physique"
"9319";"Autres activités liées au sport"
"9321";"Activités des parcs d'attractions et parcs à thèmes"
"9329";"Autres activités récréatives et de loisirs "
"9411";"Activités des organisations patronales et consulaires"
"9412";"Activités des organisations professionnelles"
"9420";"Activités des syndicats de salariés"
